Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,Season
E0,27/02/2016,West Ham,Sunderland,1,0,H,1.0,0.0,H,M Dean,9.0,13.0,3.0,4.0,11.0,9.0,5.0,6.0,1.0,0.0,0.0,0.0,1.8,3.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,28/02/2016,Tottenham,Swansea,2,1,H,0.0,1.0,A,M Jones,34.0,10.0,14.0,4.0,11.0,14.0,7.0,7.0,2.0,3.0,0.0,0.0,1.4,4.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,28/02/2016,Man United,Arsenal,3,2,H,2.0,1.0,H,C Pawson,7.0,13.0,5.0,5.0,21.0,15.0,2.0,3.0,4.0,3.0,0.0,0.0,3.0,3.25,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,01/03/2016,Aston Villa,Everton,1,3,A,0.0,2.0,A,R East,14.0,10.0,5.0,7.0,8.0,7.0,9.0,8.0,3.0,1.0,0.0,0.0,4.5,3.6,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,01/03/2016,Bournemouth,Southampton,2,0,H,1.0,0.0,H,M Dean,9.0,6.0,4.0,1.0,11.0,18.0,10.0,2.0,0.0,0.0,0.0,0.0,2.9,3.25,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,01/03/2016,Leicester,West Brom,2,2,D,2.0,1.0,H,M Clattenburg,22.0,11.0,5.0,3.0,10.0,8.0,11.0,3.0,0.0,2.0,0.0,0.0,1.73,3.8,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,01/03/2016,Norwich,Chelsea,1,2,A,0.0,2.0,A,L Mason,13.0,10.0,2.0,2.0,17.0,5.0,4.0,4.0,3.0,2.0,0.0,0.0,5.25,4.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,01/03/2016,Sunderland,Crystal Palace,2,2,D,1.0,0.0,H,A Taylor,17.0,13.0,6.0,5.0,11.0,14.0,4.0,5.0,1.0,1.0,0.0,0.0,2.5,3.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/03/2016,Arsenal,Swansea,1,2,A,1.0,1.0,D,R Madley,18.0,11.0,4.0,2.0,8.0,11.0,7.0,3.0,0.0,2.0,0.0,0.0,1.36,5.25,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/03/2016,Liverpool,Man City,3,0,H,2.0,0.0,H,M Atkinson,11.0,4.0,7.0,2.0,14.0,14.0,3.0,2.0,0.0,1.0,0.0,0.0,2.63,3.4,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/03/2016,Man United,Watford,1,0,H,0.0,0.0,D,M Jones,14.0,13.0,3.0,3.0,7.0,17.0,9.0,7.0,1.0,2.0,0.0,0.0,1.67,3.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/03/2016,Stoke,Newcastle,1,0,H,0.0,0.0,D,N Swarbrick,9.0,5.0,2.0,3.0,11.0,6.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,3.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/03/2016,West Ham,Tottenham,1,0,H,1.0,0.0,H,A Marriner,14.0,9.0,3.0,2.0,10.0,11.0,6.0,3.0,0.0,3.0,0.0,0.0,4.0,3.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,05/03/2016,Chelsea,Stoke,1,1,D,1.0,0.0,H,M Clattenburg,20.0,16.0,7.0,5.0,9.0,10.0,8.0,4.0,1.0,2.0,0.0,0.0,1.5,4.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,05/03/2016,Everton,West Ham,2,3,A,1.0,0.0,H,A Taylor,15.0,17.0,8.0,5.0,12.0,13.0,9.0,6.0,2.0,3.0,1.0,0.0,1.73,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,05/03/2016,Man City,Aston Villa,4,0,H,0.0,0.0,D,L Mason,22.0,2.0,9.0,1.0,10.0,10.0,9.0,1.0,0.0,1.0,0.0,0.0,1.22,7.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,05/03/2016,Newcastle,Bournemouth,1,3,A,0.0,1.0,A,P Tierney,14.0,16.0,3.0,5.0,13.0,8.0,5.0,4.0,1.0,3.0,0.0,0.0,2.63,3.4,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,05/03/2016,Southampton,Sunderland,1,1,D,0.0,0.0,D,N Swarbrick,16.0,11.0,5.0,3.0,9.0,9.0,12.0,2.0,2.0,1.0,1.0,0.0,1.6,4.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,05/03/2016,Swansea,Norwich,1,0,H,0.0,0.0,D,C Pawson,10.0,8.0,3.0,3.0,14.0,15.0,5.0,0.0,2.0,5.0,0.0,0.0,2.05,3.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,05/03/2016,Tottenham,Arsenal,2,2,D,0.0,1.0,A,M Oliver,26.0,10.0,11.0,4.0,9.0,10.0,9.0,2.0,2.0,2.0,0.0,1.0,2.38,3.4,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,05/03/2016,Watford,Leicester,0,1,A,0.0,0.0,D,J Moss,11.0,14.0,4.0,7.0,10.0,11.0,3.0,8.0,2.0,2.0,0.0,0.0,3.0,3.4,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,06/03/2016,Crystal Palace,Liverpool,1,2,A,0.0,0.0,D,A Marriner,14.0,19.0,4.0,5.0,12.0,16.0,6.0,6.0,1.0,2.0,0.0,1.0,3.8,3.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,06/03/2016,West Brom,Man United,1,0,H,0.0,0.0,D,M Dean,9.0,7.0,2.0,1.0,8.0,7.0,4.0,5.0,1.0,0.0,0.0,1.0,4.33,3.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,12/03/2016,Bournemouth,Swansea,3,2,H,1.0,1.0,D,R East,12.0,12.0,4.0,4.0,12.0,11.0,5.0,3.0,1.0,0.0,0.0,0.0,1.95,3.5,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,12/03/2016,Norwich,Man City,0,0,D,0.0,0.0,D,J Moss,5.0,15.0,0.0,3.0,15.0,10.0,3.0,8.0,3.0,1.0,0.0,0.0,6.0,4.2,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,12/03/2016,Stoke,Southampton,1,2,A,0.0,2.0,A,L Mason,13.0,11.0,2.0,4.0,13.0,12.0,1.0,4.0,1.0,2.0,0.0,1.0,2.7,3.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,13/03/2016,Aston Villa,Tottenham,0,2,A,0.0,1.0,A,A Taylor,11.0,19.0,2.0,8.0,6.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,7.5,4.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,14/03/2016,Leicester,Newcastle,1,0,H,1.0,0.0,H,C Pawson,10.0,13.0,1.0,2.0,4.0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,1.57,4.33,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,19/03/2016,Chelsea,West Ham,2,2,D,1.0,1.0,D,R Madley,22.0,13.0,5.0,6.0,13.0,14.0,10.0,9.0,3.0,5.0,0.0,0.0,1.75,3.8,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,19/03/2016,Crystal Palace,Leicester,0,1,A,0.0,1.0,A,M Jones,12.0,8.0,4.0,3.0,9.0,13.0,10.0,7.0,1.0,1.0,0.0,0.0,3.0,3.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,19/03/2016,Everton,Arsenal,0,2,A,0.0,2.0,A,M Clattenburg,8.0,11.0,2.0,3.0,7.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,2.7,3.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,19/03/2016,Swansea,Aston Villa,1,0,H,0.0,0.0,D,M Dean,10.0,12.0,1.0,2.0,9.0,10.0,4.0,6.0,3.0,2.0,0.0,0.0,1.67,3.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,19/03/2016,Watford,Stoke,1,2,A,0.0,1.0,A,C Pawson,9.0,9.0,4.0,6.0,10.0,14.0,9.0,2.0,3.0,1.0,0.0,0.0,2.4,3.25,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,19/03/2016,West Brom,Norwich,0,1,A,0.0,0.0,D,A Taylor,10.0,7.0,0.0,1.0,8.0,13.0,4.0,3.0,1.0,2.0,0.0,0.0,2.25,3.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,20/03/2016,Man City,Man United,0,1,A,0.0,1.0,A,M Oliver,26.0,5.0,2.0,3.0,9.0,12.0,11.0,5.0,1.0,1.0,0.0,0.0,1.83,3.75,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,20/03/2016,Newcastle,Sunderland,1,1,D,0.0,1.0,A,M Atkinson,17.0,14.0,8.0,4.0,14.0,7.0,2.0,5.0,4.0,1.0,0.0,0.0,2.1,3.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,20/03/2016,Southampton,Liverpool,3,2,H,0.0,2.0,A,R East,16.0,18.0,5.0,9.0,10.0,13.0,3.0,5.0,1.0,3.0,0.0,0.0,2.63,3.4,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,20/03/2016,Tottenham,Bournemouth,3,0,H,2.0,0.0,H,N Swarbrick,17.0,2.0,8.0,0.0,11.0,6.0,4.0,5.0,0.0,1.0,0.0,0.0,1.53,4.33,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/04/2016,Arsenal,Watford,4,0,H,2.0,0.0,H,A Taylor,19.0,6.0,12.0,2.0,7.0,10.0,8.0,3.0,1.0,1.0,0.0,0.0,1.36,5.25,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/04/2016,Aston Villa,Chelsea,0,4,A,0.0,2.0,A,N Swarbrick,15.0,11.0,4.0,8.0,12.0,8.0,7.0,2.0,4.0,1.0,1.0,0.0,6.5,4.33,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/04/2016,Bournemouth,Man City,0,4,A,0.0,3.0,A,R Madley,11.0,15.0,2.0,7.0,9.0,8.0,4.0,4.0,0.0,1.0,0.0,0.0,3.75,3.6,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/04/2016,Liverpool,Tottenham,1,1,D,0.0,0.0,D,J Moss,15.0,18.0,7.0,5.0,11.0,11.0,12.0,9.0,2.0,0.0,0.0,0.0,2.5,3.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/04/2016,Norwich,Newcastle,3,2,H,1.0,0.0,H,M Dean,13.0,13.0,6.0,5.0,6.0,11.0,6.0,5.0,0.0,0.0,0.0,0.0,2.2,3.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/04/2016,Stoke,Swansea,2,2,D,1.0,0.0,H,M Atkinson,12.0,12.0,5.0,3.0,6.0,16.0,5.0,5.0,0.0,1.0,0.0,0.0,2.2,3.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/04/2016,Sunderland,West Brom,0,0,D,0.0,0.0,D,R East,22.0,3.0,7.0,0.0,11.0,13.0,9.0,3.0,1.0,1.0,0.0,0.0,2.1,3.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,02/04/2016,West Ham,Crystal Palace,2,2,D,2.0,1.0,H,M Clattenburg,18.0,12.0,6.0,5.0,12.0,19.0,4.0,5.0,2.0,2.0,1.0,0.0,1.95,3.6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,03/04/2016,Leicester,Southampton,1,0,H,1.0,0.0,H,M Oliver,11.0,10.0,4.0,2.0,12.0,13.0,7.0,8.0,2.0,2.0,0.0,0.0,2.25,3.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,03/04/2016,Man United,Everton,1,0,H,0.0,0.0,D,A Marriner,10.0,7.0,2.0,1.0,15.0,6.0,5.0,5.0,2.0,0.0,0.0,0.0,2.1,3.5,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,09/04/2016,Aston Villa,Bournemouth,1,2,A,0.0,1.0,A,M Atkinson,6.0,12.0,1.0,3.0,13.0,11.0,3.0,8.0,2.0,2.0,0.0,0.0,3.4,3.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,09/04/2016,Crystal Palace,Norwich,1,0,H,0.0,0.0,D,M Oliver,13.0,13.0,6.0,4.0,13.0,10.0,10.0,4.0,2.0,1.0,0.0,0.0,2.05,3.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,09/04/2016,Man City,West Brom,2,1,H,1.0,1.0,D,M Jones,13.0,13.0,4.0,2.0,10.0,7.0,8.0,8.0,0.0,1.0,0.0,0.0,1.33,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,09/04/2016,Southampton,Newcastle,3,1,H,2.0,0.0,H,R Madley,20.0,5.0,6.0,3.0,8.0,7.0,11.0,2.0,0.0,0.0,0.0,0.0,1.53,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,09/04/2016,Swansea,Chelsea,1,0,H,1.0,0.0,H,A Marriner,12.0,8.0,6.0,2.0,15.0,13.0,1.0,9.0,5.0,4.0,0.0,0.0,3.75,3.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,09/04/2016,Watford,Everton,1,1,D,1.0,1.0,D,K Friend,13.0,12.0,5.0,7.0,13.0,10.0,7.0,6.0,2.0,1.0,0.0,0.0,3.4,3.3,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,09/04/2016,West Ham,Arsenal,3,3,D,2.0,2.0,D,C Pawson,19.0,11.0,7.0,6.0,11.0,8.0,7.0,4.0,2.0,0.0,0.0,0.0,3.6,3.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,10/04/2016,Liverpool,Stoke,4,1,H,2.0,1.0,H,M Clattenburg,14.0,10.0,6.0,3.0,14.0,14.0,6.0,3.0,0.0,2.0,0.0,0.0,1.55,4.0,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,10/04/2016,Sunderland,Leicester,0,2,A,0.0,0.0,D,A Taylor,15.0,17.0,1.0,7.0,9.0,9.0,1.0,7.0,1.0,1.0,0.0,0.0,3.4,3.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,10/04/2016,Tottenham,Man United,3,0,H,0.0,0.0,D,M Dean,16.0,5.0,8.0,1.0,10.0,10.0,2.0,7.0,3.0,3.0,0.0,0.0,1.91,3.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,13/04/2016,Crystal Palace,Everton,0,0,D,0.0,0.0,D,M Jones,18.0,9.0,6.0,5.0,7.0,9.0,10.0,7.0,0.0,1.0,0.0,1.0,2.9,3.4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,16/04/2016,Chelsea,Man City,0,3,A,0.0,1.0,A,M Dean,11.0,11.0,4.0,8.0,12.0,15.0,11.0,3.0,2.0,3.0,1.0,0.0,2.75,3.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,16/04/2016,Everton,Southampton,1,1,D,0.0,0.0,D,C Pawson,7.0,18.0,2.0,4.0,8.0,14.0,3.0,10.0,1.0,1.0,0.0,0.0,2.7,3.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,16/04/2016,Man United,Aston Villa,1,0,H,1.0,0.0,H,K Friend,13.0,7.0,4.0,1.0,9.0,10.0,14.0,3.0,0.0,1.0,0.0,0.0,1.22,7.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,16/04/2016,Newcastle,Swansea,3,0,H,1.0,0.0,H,L Mason,12.0,11.0,7.0,1.0,13.0,9.0,3.0,7.0,2.0,1.0,0.0,0.0,2.3,3.4,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,16/04/2016,Norwich,Sunderland,0,3,A,0.0,1.0,A,A Marriner,19.0,8.0,6.0,3.0,7.0,11.0,14.0,0.0,2.0,2.0,0.0,0.0,2.4,3.3,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,16/04/2016,West Brom,Watford,0,1,A,0.0,1.0,A,M Oliver,16.0,11.0,4.0,4.0,11.0,17.0,9.0,3.0,0.0,3.0,0.0,0.0,2.4,3.2,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,17/04/2016,Arsenal,Crystal Palace,1,1,D,1.0,0.0,H,R East,21.0,7.0,6.0,2.0,7.0,13.0,10.0,5.0,0.0,2.0,0.0,0.0,1.33,5.75,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,17/04/2016,Bournemouth,Liverpool,1,2,A,0.0,2.0,A,M Jones,18.0,19.0,5.0,6.0,9.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,3.6,3.5,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,17/04/2016,Leicester,West Ham,2,2,D,1.0,0.0,H,J Moss,6.0,19.0,2.0,4.0,14.0,14.0,0.0,5.0,1.0,3.0,1.0,0.0,1.95,3.6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,18/04/2016,Stoke,Tottenham,0,4,A,0.0,1.0,A,N Swarbrick,12.0,23.0,2.0,6.0,12.0,12.0,5.0,3.0,2.0,0.0,0.0,0.0,4.5,3.75,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,19/04/2016,Newcastle,Man City,1,1,D,1.0,1.0,D,K Friend,5.0,9.0,3.0,5.0,13.0,8.0,5.0,3.0,3.0,2.0,0.0,0.0,6.0,4.5,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,20/04/2016,Liverpool,Everton,4,0,H,2.0,0.0,H,R Madley,37.0,3.0,13.0,0.0,8.0,11.0,9.0,1.0,1.0,1.0,0.0,1.0,1.73,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,20/04/2016,Man United,Crystal Palace,2,0,H,1.0,0.0,H,L Mason,16.0,5.0,10.0,0.0,13.0,7.0,10.0,2.0,1.0,2.0,0.0,0.0,1.53,4.33,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,20/04/2016,West Ham,Watford,3,1,H,2.0,0.0,H,M Dean,18.0,7.0,7.0,4.0,11.0,17.0,4.0,2.0,0.0,2.0,0.0,1.0,1.57,4.33,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,21/04/2016,Arsenal,West Brom,2,0,H,2.0,0.0,H,J Moss,16.0,8.0,7.0,1.0,14.0,14.0,2.0,6.0,0.0,1.0,0.0,0.0,1.29,6.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,23/04/2016,Aston Villa,Southampton,2,4,A,1.0,2.0,A,N Swarbrick,16.0,17.0,7.0,7.0,8.0,9.0,6.0,11.0,2.0,0.0,0.0,0.0,7.5,4.2,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,23/04/2016,Bournemouth,Chelsea,1,4,A,1.0,2.0,A,R East,13.0,16.0,4.0,4.0,11.0,4.0,10.0,7.0,1.0,0.0,0.0,0.0,3.1,3.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,23/04/2016,Liverpool,Newcastle,2,2,D,2.0,0.0,H,A Marriner,13.0,6.0,4.0,3.0,8.0,17.0,5.0,4.0,1.0,1.0,0.0,0.0,1.57,4.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,23/04/2016,Man City,Stoke,4,0,H,2.0,0.0,H,R Madley,11.0,14.0,6.0,2.0,8.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,1.3,6.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,24/04/2016,Leicester,Swansea,4,0,H,2.0,0.0,H,M Clattenburg,18.0,9.0,9.0,1.0,15.0,10.0,4.0,6.0,1.0,2.0,0.0,0.0,1.75,3.7,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,24/04/2016,Sunderland,Arsenal,0,0,D,0.0,0.0,D,M Dean,12.0,20.0,3.0,7.0,10.0,8.0,7.0,7.0,2.0,4.0,0.0,0.0,4.5,4.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,25/04/2016,Tottenham,West Brom,1,1,D,1.0,0.0,H,M Jones,19.0,16.0,2.0,3.0,8.0,13.0,9.0,7.0,0.0,1.0,0.0,0.0,1.22,7.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,30/04/2016,Arsenal,Norwich,1,0,H,0.0,0.0,D,M Jones,14.0,12.0,3.0,3.0,8.0,7.0,7.0,3.0,1.0,0.0,0.0,0.0,1.29,6.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,30/04/2016,Everton,Bournemouth,2,1,H,1.0,1.0,D,N Swarbrick,12.0,16.0,5.0,2.0,4.0,8.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,3.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,30/04/2016,Newcastle,Crystal Palace,1,0,H,0.0,0.0,D,M Dean,10.0,9.0,4.0,3.0,11.0,12.0,4.0,8.0,2.0,0.0,0.0,0.0,2.0,3.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,30/04/2016,Stoke,Sunderland,1,1,D,0.0,0.0,D,C Pawson,11.0,14.0,3.0,5.0,13.0,13.0,2.0,8.0,2.0,2.0,0.0,0.0,2.75,3.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,30/04/2016,Watford,Aston Villa,3,2,H,1.0,1.0,D,A Taylor,18.0,7.0,6.0,2.0,14.0,10.0,8.0,4.0,2.0,3.0,0.0,1.0,1.7,3.8,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,30/04/2016,West Brom,West Ham,0,3,A,0.0,2.0,A,L Mason,15.0,8.0,5.0,4.0,14.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,4.0,3.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,01/05/2016,Man United,Leicester,1,1,D,1.0,1.0,D,M Oliver,21.0,14.0,6.0,3.0,16.0,10.0,6.0,5.0,3.0,0.0,0.0,1.0,2.1,3.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
E0,01/05/2016,Southampton,Man City,4,2,H,2.0,1.0,H,A Marriner,14.0,6.0,7.0,5.0,12.0,9.0,8.0,2.0,2.0,1.0,0.0,0.0,2.8,3.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-16
